ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate,Year,Month,Month Name,Qtr,YearMonth,Day of Week,Day Name,FinancialMonth,FinancialQuarter,CalculatedSalesAmount,CalculatedProductionCost,Profit,ProductName,CustomerName,Region,Country
530,20131212,20131224,20131219,26299,1,100,1,SO72927,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,4.99,1.8663,3.1237,Touring Tire Tube,Y. L. Yong,Northwest,United States
541,20131212,20131224,20131219,26299,1,100,1,SO72927,3,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,28.99,10.8423,18.1477,Touring Tire,Y. L. Yong,Northwest,United States
477,20131212,20131224,20131219,26299,1,100,1,SO72927,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,4.99,1.8663,3.1237,Water Bottle - 30 oz.,Y. L. Yong,Northwest,United States
479,20131212,20131224,20131219,26299,1,100,1,SO72927,5,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,8.99,3.3623,5.6277,Road Bottle Cage,Y. L. Yong,Northwest,United States
222,20131212,20131224,20131219,26299,1,100,1,SO72927,6,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Blue",Y. L. Yong,Northwest,United States
231,20131212,20131224,20131219,26299,1,100,1,SO72927,7,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,49.99,38.4923,11.4977,"Long-Sleeve Logo Jersey, M",Y. L. Yong,Northwest,United States
604,20131212,20131224,20131219,24334,1,100,4,SO72928,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,539.99,343.6496,196.3404,"Road-750 Black, 44",Alexa  James,Southwest,United States
214,20131212,20131224,20131219,24334,1,100,4,SO72928,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Red",Alexa  James,Southwest,United States
388,20131212,20131224,20131219,21930,1,100,4,SO72929,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1120.49,713.0798,407.4102,"Road-550-W Yellow, 44",Marissa  Perry,Southwest,United States
214,20131212,20131224,20131219,21930,1,100,4,SO72929,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Red",Marissa  Perry,Southwest,United States
488,20131212,20131224,20131219,21930,1,100,4,SO72929,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,53.99,41.5723,12.4177,"Short-Sleeve Classic Jersey, S",Marissa  Perry,Southwest,United States
463,20131212,20131224,20131219,21930,1,100,4,SO72929,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.49,9.1593,15.3307,"Half-Finger Gloves, S",Marissa  Perry,Southwest,United States
355,20131001,20131013,20131008,16392,1,100,7,SO67498,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-10-01,2013-10-13,2013-10-08,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,2319.99,1265.6195,1054.3705,"Mountain-200 Silver, 42",Kari  Raman,France,France
214,20131001,20131013,20131008,16392,1,100,7,SO67498,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-10-01,2013-10-13,2013-10-08,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Red",Kari  Raman,France,France
353,20131015,20131027,20131022,16393,1,100,7,SO68408,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-10-15,2013-10-27,2013-10-22,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,2319.99,1265.6195,1054.3705,"Mountain-200 Silver, 38",Xavier  Edwards,France,France
537,20131015,20131027,20131022,16393,1,100,7,SO68408,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,2013-10-15,2013-10-27,2013-10-22,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,35,13.09,21.91,HL Mountain Tire,Xavier  Edwards,France,France
528,20131015,20131027,20131022,16393,1,100,7,SO68408,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-10-15,2013-10-27,2013-10-22,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,4.99,1.8663,3.1237,Mountain Tire Tube,Xavier  Edwards,France,France
222,20131015,20131027,20131022,16393,1,100,7,SO68408,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-10-15,2013-10-27,2013-10-22,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Blue",Xavier  Edwards,France,France
390,20131212,20131224,20131219,21931,1,100,4,SO72930,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1120.49,713.0798,407.4102,"Road-550-W Yellow, 48",Marcus L Wood,Southwest,United States
580,20131212,20131224,20131219,18372,1,19,6,SO72931,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Jeremiah  Thomas,Canada,Canada
214,20131212,20131224,20131219,18372,1,19,6,SO72931,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Red",Jeremiah  Thomas,Canada,Canada
467,20131212,20131224,20131219,18372,1,19,6,SO72931,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.49,9.1593,15.3307,"Half-Finger Gloves, L",Jeremiah  Thomas,Canada,Canada
580,20131212,20131224,20131219,19158,1,100,4,SO72932,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Destiny C Griffin,Southwest,United States
217,20131212,20131224,20131219,19158,1,100,4,SO72932,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Black",Destiny C Griffin,Southwest,United States
582,20131212,20131224,20131219,19120,1,100,1,SO72933,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 44",Caleb R Sharma,Northwest,United States
539,20131212,20131224,20131219,19120,1,100,1,SO72933,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.99,9.3463,15.6437,ML Road Tire,Caleb R Sharma,Northwest,United States
529,20131212,20131224,20131219,19120,1,100,1,SO72933,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,3.99,1.4923,2.4977,Road Tire Tube,Caleb R Sharma,Northwest,United States
530,20131108,20131120,20131115,16401,1,98,10,SO70347,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-11-08,2013-11-20,2013-11-15,2013,11,November,4,2013-Nov,6,Friday,8,FQ3,4.99,1.8663,3.1237,Touring Tire Tube,Margaret  Gao,United Kingdom,United Kingdom
480,20131108,20131120,20131115,16401,2,98,10,SO70347,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-11-08,2013-11-20,2013-11-15,2013,11,November,4,2013-Nov,6,Friday,8,FQ3,2.29,0.8565,1.4335,Patch Kit/8 Patches,Margaret  Gao,United Kingdom,United Kingdom
528,20131024,20131105,20131031,16401,1,98,10,SO69048,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-10-24,2013-11-05,2013-10-31,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,4.99,1.8663,3.1237,Mountain Tire Tube,Margaret  Gao,United Kingdom,United Kingdom
487,20131024,20131105,20131031,16401,1,98,10,SO69048,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-10-24,2013-11-05,2013-10-31,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,54.99,20.5663,34.4237,Hydration Pack - 70 oz.,Margaret  Gao,United Kingdom,United Kingdom
222,20131024,20131105,20131031,16401,1,98,10,SO69048,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-10-24,2013-11-05,2013-10-31,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Blue",Margaret  Gao,United Kingdom,United Kingdom
539,20131210,20131222,20131217,16403,1,100,7,SO72759,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-12-10,2013-12-22,2013-12-17,2013,12,December,4,2013-Dec,3,Tuesday,9,FQ3,24.99,9.3463,15.6437,ML Road Tire,Byron R Suarez,France,France
529,20131210,20131222,20131217,16403,1,100,7,SO72759,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-12-10,2013-12-22,2013-12-17,2013,12,December,4,2013-Dec,3,Tuesday,9,FQ3,3.99,1.4923,2.4977,Road Tire Tube,Byron R Suarez,France,France
481,20131210,20131222,20131217,16403,1,100,7,SO72759,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-12-10,2013-12-22,2013-12-17,2013,12,December,4,2013-Dec,3,Tuesday,9,FQ3,8.99,3.3623,5.6277,"Racing Socks, M",Byron R Suarez,France,France
582,20131212,20131224,20131219,19131,1,100,1,SO72934,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 44",Mason  Blue,Northwest,United States
465,20131212,20131224,20131219,19131,1,100,1,SO72934,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.49,9.1593,15.3307,"Half-Finger Gloves, M",Mason  Blue,Northwest,United States
355,20131027,20131108,20131103,16404,1,100,7,SO69251,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-10-27,2013-11-08,2013-11-03,2013,10,October,4,2013-Oct,1,Sunday,7,FQ3,2319.99,1265.6195,1054.3705,"Mountain-200 Silver, 42",Raul T Nara,France,France
477,20131027,20131108,20131103,16404,1,100,7,SO69251,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-10-27,2013-11-08,2013-11-03,2013,10,October,4,2013-Oct,1,Sunday,7,FQ3,4.99,1.8663,3.1237,Water Bottle - 30 oz.,Raul T Nara,France,France
478,20131027,20131108,20131103,16404,1,100,7,SO69251,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-10-27,2013-11-08,2013-11-03,2013,10,October,4,2013-Oct,1,Sunday,7,FQ3,9.99,3.7363,6.2537,Mountain Bottle Cage,Raul T Nara,France,France
580,20131212,20131224,20131219,19137,1,100,1,SO72935,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Eric  Russell,Northwest,United States
217,20131212,20131224,20131219,19137,1,100,1,SO72935,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Black",Eric  Russell,Northwest,United States
589,20131016,20131028,20131023,16407,1,98,10,SO68482,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2013-10-16,2013-10-28,2013-10-23,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,769.49,419.7784,349.7116,"Mountain-400-W Silver, 42",Colleen L Zhao,United Kingdom,United Kingdom
528,20131016,20131028,20131023,16407,1,98,10,SO68482,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-10-16,2013-10-28,2013-10-23,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,4.99,1.8663,3.1237,Mountain Tire Tube,Colleen L Zhao,United Kingdom,United Kingdom
536,20131016,20131028,20131023,16407,1,98,10,SO68482,3,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,2013-10-16,2013-10-28,2013-10-23,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,29.99,11.2163,18.7737,ML Mountain Tire,Colleen L Zhao,United Kingdom,United Kingdom
480,20131016,20131028,20131023,16407,1,98,10,SO68482,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-10-16,2013-10-28,2013-10-23,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,2.29,0.8565,1.4335,Patch Kit/8 Patches,Colleen L Zhao,United Kingdom,United Kingdom
580,20131212,20131224,20131219,18865,1,100,1,SO72936,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Ashley P Hayes,Northwest,United States
463,20131212,20131224,20131219,18865,1,100,1,SO72936,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.49,9.1593,15.3307,"Half-Finger Gloves, S",Ashley P Hayes,Northwest,United States
491,20131212,20131224,20131219,18865,1,100,1,SO72936,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,53.99,41.5723,12.4177,"Short-Sleeve Classic Jersey, XL",Ashley P Hayes,Northwest,United States
587,20131010,20131022,20131017,16410,1,98,10,SO68096,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2013-10-10,2013-10-22,2013-10-17,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,769.49,419.7784,349.7116,"Mountain-400-W Silver, 38",Joy  Navarro,United Kingdom,United Kingdom
485,20131010,20131022,20131017,16410,1,98,10,SO68096,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-10-10,2013-10-22,2013-10-17,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,21.98,8.2205,13.7595,Fender Set - Mountain,Joy  Navarro,United Kingdom,United Kingdom
484,20131010,20131022,20131017,16410,1,98,10,SO68096,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-10-10,2013-10-22,2013-10-17,2013,10,October,4,2013-Oct,5,Thursday,7,FQ3,7.95,2.9733,4.9767,Bike Wash - Dissolver,Joy  Navarro,United Kingdom,United Kingdom
581,20131212,20131224,20131219,18866,1,100,4,SO72937,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 42",Miguel  Scott,Southwest,United States
580,20131212,20131224,20131219,18914,1,100,4,SO72938,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Felicia L Ruiz,Southwest,United States
539,20131212,20131224,20131219,18914,1,100,4,SO72938,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,24.99,9.3463,15.6437,ML Road Tire,Felicia L Ruiz,Southwest,United States
580,20131212,20131224,20131219,18999,1,100,1,SO72939,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Mackenzie  Watson,Northwest,United States
488,20131212,20131224,20131219,18999,1,100,1,SO72939,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,53.99,41.5723,12.4177,"Short-Sleeve Classic Jersey, S",Mackenzie  Watson,Northwest,United States
581,20131212,20131224,20131219,22605,1,98,10,SO72940,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 42",Derrick R Schmidt,United Kingdom,United Kingdom
234,20131212,20131224,20131219,22605,1,98,10,SO72940,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,49.99,38.4923,11.4977,"Long-Sleeve Logo Jersey, L",Derrick R Schmidt,United Kingdom,United Kingdom
589,20131011,20131023,20131018,16417,1,98,10,SO68159,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2013-10-11,2013-10-23,2013-10-18,2013,10,October,4,2013-Oct,6,Friday,7,FQ3,769.49,419.7784,349.7116,"Mountain-400-W Silver, 42",Noah  Bryant,United Kingdom,United Kingdom
234,20131011,20131023,20131018,16417,1,98,10,SO68159,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-10-11,2013-10-23,2013-10-18,2013,10,October,4,2013-Oct,6,Friday,7,FQ3,49.99,38.4923,11.4977,"Long-Sleeve Logo Jersey, L",Noah  Bryant,United Kingdom,United Kingdom
582,20131212,20131224,20131219,19318,1,100,7,SO72941,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 44",Jamie  Dominguez,France,France
490,20131212,20131224,20131219,19318,1,100,7,SO72941,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,53.99,41.5723,12.4177,"Short-Sleeve Classic Jersey, L",Jamie  Dominguez,France,France
535,20131029,20131110,20131105,16419,1,100,8,SO69606,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-10-29,2013-11-10,2013-11-05,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,24.99,9.3463,15.6437,LL Mountain Tire,Lacey L Simpson,Germany,Germany
480,20131029,20131110,20131105,16419,1,100,8,SO69606,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-10-29,2013-11-10,2013-11-05,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,2.29,0.8565,1.4335,Patch Kit/8 Patches,Lacey L Simpson,Germany,Germany
590,20131012,20131024,20131019,16420,1,98,10,SO68202,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2013-10-12,2013-10-24,2013-10-19,2013,10,October,4,2013-Oct,7,Saturday,7,FQ3,769.49,419.7784,349.7116,"Mountain-400-W Silver, 46",Eddie L Alonso,United Kingdom,United Kingdom
484,20131012,20131024,20131019,16420,1,98,10,SO68202,2,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-10-12,2013-10-24,2013-10-19,2013,10,October,4,2013-Oct,7,Saturday,7,FQ3,7.95,2.9733,4.9767,Bike Wash - Dissolver,Eddie L Alonso,United Kingdom,United Kingdom
539,20131030,20131111,20131106,16421,1,100,7,SO69696,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-10-30,2013-11-11,2013-11-06,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,24.99,9.3463,15.6437,ML Road Tire,Natasha G Diaz,France,France
529,20131030,20131111,20131106,16421,1,100,7,SO69696,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-10-30,2013-11-11,2013-11-06,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,3.99,1.4923,2.4977,Road Tire Tube,Natasha G Diaz,France,France
480,20131030,20131111,20131106,16421,1,100,7,SO69696,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-10-30,2013-11-11,2013-11-06,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,2.29,0.8565,1.4335,Patch Kit/8 Patches,Natasha G Diaz,France,France
581,20131212,20131224,20131219,22604,1,98,10,SO72943,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 42",Wyatt V Simmons,United Kingdom,United Kingdom
214,20131212,20131224,20131219,22604,1,98,10,SO72943,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,34.99,13.0863,21.9037,"Sport-100 Helmet, Red",Wyatt V Simmons,United Kingdom,United Kingdom
539,20131001,20131013,20131008,16423,1,100,7,SO67529,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-10-01,2013-10-13,2013-10-08,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,24.99,9.3463,15.6437,ML Road Tire,Sergio  Madan,France,France
529,20131001,20131013,20131008,16423,1,100,7,SO67529,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-10-01,2013-10-13,2013-10-08,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,3.99,1.4923,2.4977,Road Tire Tube,Sergio  Madan,France,France
487,20131001,20131013,20131008,16423,1,100,7,SO67529,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-10-01,2013-10-13,2013-10-08,2013,10,October,4,2013-Oct,3,Tuesday,7,FQ3,54.99,20.5663,34.4237,Hydration Pack - 70 oz.,Sergio  Madan,France,France
357,20131005,20131017,20131012,16424,2,100,7,SO67776,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-10-05,2013-10-17,2013-10-12,2013,10,October,4,2013-Oct,7,Saturday,7,FQ3,2319.99,1265.6195,1054.3705,"Mountain-200 Silver, 46",Brandi  Diaz,France,France
485,20131005,20131017,20131012,16424,1,100,7,SO67776,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-10-05,2013-10-17,2013-10-12,2013,10,October,4,2013-Oct,7,Saturday,7,FQ3,21.98,8.2205,13.7595,Fender Set - Mountain,Brandi  Diaz,France,France
580,20131212,20131224,20131219,19280,1,100,7,SO72944,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,1700.99,1082.51,618.48,"Road-350-W Yellow, 40",Darrell  Andersen,France,France
490,20131212,20131224,20131219,19280,1,100,7,SO72944,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-12-12,2013-12-24,2013-12-19,2013,12,December,4,2013-Dec,5,Thursday,9,FQ3,53.99,41.5723,12.4177,"Short-Sleeve Classic Jersey, L",Darrell  Andersen,France,France
355,20131002,20131014,20131009,16425,1,100,7,SO67581,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-10-02,2013-10-14,2013-10-09,2013,10,October,4,2013-Oct,4,Wednesday,7,FQ3,2319.99,1265.6195,1054.3705,"Mountain-200 Silver, 42",Lisa S Lu,France,France
